,article_name,article_quality,country,revision_id,population
33408,Manuel Urrutia Lleó,C,Cuba,783038875,11139000
33409,Leopoldo Cancio,Start,Cuba,783141090,11139000
33410,Andrés Domingo y Morales del Castillo,Stub,Cuba,784172592,11139000
33411,Alfonso Fraga,Stub,Cuba,784726067,11139000
33412,Mijail Bárzaga,Stub,Cuba,785025010,11139000
33413,Fernando Martínez Heredia,Stub,Cuba,785331465,11139000
33414,Ada Kouri Barreto,Start,Cuba,785410033,11139000
33415,Miguel Ángel de la Campa y Caraveda,Start,Cuba,785410121,11139000
33416,Gustavo Arcos,Start,Cuba,785410626,11139000
33417,Alberto Herrera y Franchi,Start,Cuba,785579216,11139000
33418,José Manuel Cortina,Start,Cuba,786399223,11139000
33419,Tony Cuesta,Stub,Cuba,786968748,11139000
33420,Carlos Hevia,C,Cuba,787004648,11139000
33421,Félix Lancís Sánchez,Stub,Cuba,787038366,11139000
33422,Manuel Márquez Sterling,Stub,Cuba,787234894,11139000
33423,Jorge Bolaños,Start,Cuba,787335409,11139000
33424,Abel Prieto,Stub,Cuba,787412387,11139000
33425,Pentarchy of 1933,Start,Cuba,787497000,11139000
33426,Ramón Meza y Suárez Inclán,Start,Cuba,787679602,11139000
33427,Raúl López del Castillo,Stub,Cuba,787696415,11139000
33428,Sebastian Arcos Bergnes,C,Cuba,788031802,11139000
33429,Alfredo Domínguez Batista,Stub,Cuba,788448171,11139000
33430,Miguel A. Suárez Fernández,Start,Cuba,788512418,11139000
33431,Margarita Marlene González Fernández,Stub,Cuba,788660012,11139000
33432,María del Carmen Concepción González,Stub,Cuba,788660621,11139000
33433,Rodrigo Malmierca Díaz,Start,Cuba,788677505,11139000
33434,Ramón Zaydín,Stub,Cuba,788713862,11139000
33435,Esteban Lazo Hernández,Stub,Cuba,788856149,11139000
33436,Aureliano Sánchez Arango,Start,Cuba,788944043,11139000
33437,Rafael del Pino (pilot),Start,Cuba,789238002,11139000
33438,Antonio Guiteras,Start,Cuba,789471611,11139000
33439,Kenneth Symington,Stub,Cuba,790200066,11139000
33440,Jorge Valls,Start,Cuba,790355029,11139000
33441,Bartolomé Masó,C,Cuba,790678938,11139000
33442,Manuel Cidre,Start,Cuba,790949463,11139000
33443,Alcibiades Hidalgo,Stub,Cuba,791394160,11139000
33444,José Núñez de Cáceres,C,Cuba,792196867,11139000
33445,Rolando Rodríguez Lobaina,Start,Cuba,793102072,11139000
33446,Luis de Las Casas,Stub,Cuba,793596197,11139000
33447,Cosme Torres Espinoza,Stub,Cuba,795314140,11139000
33448,Vilma Espín,C,Cuba,796823704,11139000
33449,Alfredo Zayas y Alfonso,C,Cuba,796944802,11139000
33450,Laura Pollán,Start,Cuba,798599858,11139000
33451,Melba Hernández,Start,Cuba,798957839,11139000
33452,Josefina Vidal,Start,Cuba,799266150,11139000
33453,Osvaldo Dorticós Torrado,Start,Cuba,799413330,11139000
33454,Aurelio Hevia,Stub,Cuba,799626694,11139000
33455,Ramón Castro Ruz,C,Cuba,799884206,11139000
33456,Orestes Ferrara,C,Cuba,800475122,11139000
33457,Ricardo Alarcón,C,Cuba,800664407,11139000
33458,Ramón Sánchez-Parodi Montoto,Stub,Cuba,800690379,11139000
33459,José Antonio Arbesú,Stub,Cuba,800690620,11139000
33460,Vicente García González,Stub,Cuba,801106699,11139000
33461,Mariela Castro,Start,Cuba,801318769,11139000
33462,Elsa Alvarez,Stub,Cuba,801489821,11139000
33463,Francisco Chaviano,Stub,Cuba,801643725,11139000
33464,Frank País,GA,Cuba,801644461,11139000
33465,Armando Hart,Start,Cuba,801898770,11139000
33466,Fernando Heydrich,Start,Cuba,801899276,11139000
33467,Miguel Mariano Gómez,Start,Cuba,801936290,11139000
33468,Carlos Saladrigas Zayas,Start,Cuba,802076780,11139000
33469,Felipe Pérez Roque,Start,Cuba,802107401,11139000
33470,José Miró Cardona,Start,Cuba,802696583,11139000
33471,Carlos Manuel de Céspedes y Quesada,C,Cuba,802868309,11139000
33472,Clemente Vázquez Bello,Start,Cuba,803483446,11139000
33473,Cuba under Fidel Castro,B,Cuba,803789782,11139000
33474,Desiderio Alberto Arnaz II,Start,Cuba,803963084,11139000
33475,Bruno Rodríguez Parrilla,Start,Cuba,804678009,11139000
33476,Tomás Estrada Palma,C,Cuba,805026338,11139000
33477,José Miguel Gómez,Start,Cuba,805026662,11139000
33478,List of Prime Ministers of Cuba,Start,Cuba,805028281,11139000
33479,List of Presidents of Cuba,Start,Cuba,805028438,11139000
33480,Carlos Manuel Piedra,Stub,Cuba,805194115,11139000
33481,Ramón Grau,C,Cuba,805349069,11139000
33482,Gerardo Machado,C,Cuba,805351138,11139000
33483,Miguel Díaz-Canel,Start,Cuba,805513417,11139000
33484,Raúl Castro,B,Cuba,805596274,11139000
33485,Marta Hernández Romero,Stub,Cuba,805626700,11139000
33486,Manuel Antonio de Varona,Stub,Cuba,805640612,11139000
33487,Emilio Núñez Portuondo,Start,Cuba,805649360,11139000
33488,Gladys María Bejerano Portela,Stub,Cuba,805879802,11139000
33489,Carlos Prío Socarrás,C,Cuba,806559890,11139000
33490,President of Cuba,Start,Cuba,806667338,11139000
33491,Celia Sánchez,C,Cuba,806951645,11139000
33492,Fulgencio Batista,FA,Cuba,807382747,11139000
33493,Eduardo Chibás,Start,Cuba,807420414,11139000
33494,Roberto Robaina,Stub,Cuba,807439125,11139000
33495,Template:Lithuania-politician-stub,Stub,Lithuania,531458172,2911203
33496,Template:Lithuania-mayor-stub,Stub,Lithuania,531459628,2911203
33497,Template:Lithuania-diplomat-stub,Stub,Lithuania,541003996,2911203
33498,County governor (Lithuania),Stub,Lithuania,663880497,2911203
33499,Zenonas Petras Adomaitis,Stub,Lithuania,707895202,2911203
33500,Vytautas Arbačiauskas,Stub,Lithuania,708052656,2911203
33501,Adolfas Šleževičius,Start,Lithuania,708768311,2911203
33502,Juozas Baranauskas,Stub,Lithuania,709423941,2911203
33503,Juozas Bastys,Stub,Lithuania,709510438,2911203
33504,Aleksandras Bendinskas,Start,Lithuania,709797859,2911203
33505,Arvydas Bajoras,Stub,Lithuania,710158039,2911203
33506,Alfonsas Petrulis,Stub,Lithuania,710220764,2911203
33507,Alis Vidūnas,Stub,Lithuania,711117871,2911203
33508,Jurgis Šaulys,Start,Lithuania,711936216,2911203
33509,Romualdas Ignas Bloškys,Stub,Lithuania,712796281,2911203
33510,Jonas Algirdas Antanaitis,Stub,Lithuania,713000458,2911203
33511,Antanas Būdvytis,Stub,Lithuania,713141918,2911203
33512,Vytautas Algimantas Buinevičius,Stub,Lithuania,713314328,2911203
33513,Vladas Butėnas,Start,Lithuania,713867065,2911203
33514,Povilas Vasiliauskas,Stub,Lithuania,714035260,2911203
33515,Kazimierz Narutowicz,Stub,Lithuania,714982222,2911203
33516,Antanas Purėnas,Stub,Lithuania,715380075,2911203
33517,Mykolas Arlauskas,Stub,Lithuania,715647796,2911203
33518,Rimantas Astrauskas,Stub,Lithuania,715647929,2911203
33519,Donatas Morkūnas,Stub,Lithuania,715679199,2911203
33520,Jurgis Jurgelis,Stub,Lithuania,715690269,2911203
33521,Jonas Smilgevičius,Start,Lithuania,716698078,2911203
33522,Alfonsas Žalys,Stub,Lithuania,717343848,2911203
33523,Eduardas Vilkas,Stub,Lithuania,717343869,2911203
33524,Povilas Varanauskas,Stub,Lithuania,717343893,2911203
33525,Birutė Valionytė,Stub,Lithuania,717343917,2911203
33526,Algimantas Vincas Ulba,Stub,Lithuania,717343959,2911203
33527,Vladas Terleckas,Stub,Lithuania,717344023,2911203
33528,Aurimas Taurantas,Stub,Lithuania,717344042,2911203
33529,Jonas Tamulis,Stub,Lithuania,717344068,2911203
33530,Gediminas Šerkšnys,Stub,Lithuania,717344108,2911203
33531,Valerijonas Šadreika,Stub,Lithuania,717349523,2911203
33532,Liudvikas Simutis,Stub,Lithuania,717349590,2911203
33533,Antanas Karoblis,Stub,Lithuania,717349708,2911203
33534,Juozas Karvelis,Stub,Lithuania,717349713,2911203
33535,Stasys Kropas,Stub,Lithuania,717349724,2911203
33536,Česlovas Kudaba,Stub,Lithuania,717349727,2911203
33537,Algirdas Kumža,Stub,Lithuania,717349731,2911203
33538,Jonas Mačys,Stub,Lithuania,717349756,2911203
33539,Jokūbas Minkevičius,Stub,Lithuania,717349767,2911203
33540,Kęstutis Rimkus,Stub,Lithuania,717349798,2911203
33541,Liudvikas Saulius Razma,Stub,Lithuania,717349846,2911203
33542,Vytautas Adolfas Puplauskas,Stub,Lithuania,717349982,2911203
33543,Vytautas Paliūnas,Stub,Lithuania,717350049,2911203
33544,Vidmantas Povilionis,Stub,Lithuania,717350089,2911203
33545,Jonas Prapiestis,Stub,Lithuania,717350091,2911203
33546,Gintaras Ramonas,Stub,Lithuania,717376298,2911203
33547,Kazimieras Saja,Stub,Lithuania,717376338,2911203
33548,Aleksandras Ambrazevičius,Stub,Lithuania,717385818,2911203
33549,Zbignev Balcevič,Stub,Lithuania,717385902,2911203
33550,Vladimiras Beriozovas,Stub,Lithuania,717385943,2911203
33551,Vincas Ramutis Gudaitis,Stub,Lithuania,717387931,2911203
33552,Stanislovas Gediminas Ilgūnas,Stub,Lithuania,717388019,2911203
33553,Albinas Januška,Stub,Lithuania,717388042,2911203
33554,Virgilijus Kačinskas,Stub,Lithuania,717388105,2911203
33555,Algimantas Norvilas,Stub,Lithuania,717490915,2911203
33556,Valdemaras Katkus,Stub,Lithuania,717491192,2911203
33557,Romualdas Rudzys,Stub,Lithuania,717491326,2911203
33558,Eugenijus Petrovas,Stub,Lithuania,717681748,2911203
33559,Albertas Miškinis,Stub,Lithuania,717681821,2911203
33560,Kęstutis Grinius,Stub,Lithuania,718884616,2911203
33561,Vidmantas Plečkaitis,Stub,Lithuania,719870614,2911203
33562,Virgilijus Vladislovas Bulovas,Start,Lithuania,720674119,2911203
33563,Nerija Putinaitė,Stub,Lithuania,721436105,2911203
33564,Vitalijus Satkevičius,Stub,Lithuania,722130164,2911203
33565,Povilas Višinskis,Start,Lithuania,722874876,2911203
33566,Arkadi Kremer,Start,Lithuania,723297506,2911203
33567,Darius Mažintas,Start,Lithuania,723322611,2911203
33568,Leonas Alesionka,Start,Lithuania,723366885,2911203
33569,Leyb Gorfinkel,Start,Lithuania,723982122,2911203
33570,Petras Poškus,Stub,Lithuania,724336217,2911203
33571,Albinas Albertynas,Stub,Lithuania,725807493,2911203
33572,Template:Lithuania-MEP-stub,Stub,Lithuania,730649275,2911203
33573,Justinas Staugaitis,Start,Lithuania,731566260,2911203
33574,Vytautas Astrauskas (physician),Start,Lithuania,733425882,2911203
33575,Arūnas Eigirdas,Stub,Lithuania,735505579,2911203
33576,Rolandas Paulauskas,Stub,Lithuania,740525280,2911203
33577,Gintautas Iešmantas,Stub,Lithuania,742331471,2911203
33578,Antanas Venclova,Start,Lithuania,744434053,2911203
33579,Mečislovas Gedvilas,Start,Lithuania,746678616,2911203
33580,Leonas Apšega,Stub,Lithuania,746939411,2911203
33581,Vytautas Bubnys,Start,Lithuania,747999957,2911203
33582,Zigmas Vaišvila,Stub,Lithuania,749805264,2911203
33583,Zita Loseva,Stub,Lithuania,750063120,2911203
33584,Alvydas Baležentis,Stub,Lithuania,751562317,2911203
33585,Bronius Kuzmickas,Stub,Lithuania,753416767,2911203
33586,Česlav Okinčic,Stub,Lithuania,755824049,2911203
33587,Eimantas Grakauskas,Stub,Lithuania,755829290,2911203
33588,Jonas Liaučius,Stub,Lithuania,755829438,2911203
33589,Irena Andriukaitienė,Stub,Lithuania,755830433,2911203
33590,Rimvydas Valatka,Stub,Lithuania,755831009,2911203
33591,Romualdas Ozolas,Start,Lithuania,755831505,2911203
33592,Liudvikas Narcizas Rasimavičius,Stub,Lithuania,755983717,2911203
33593,Simon Yakovlevich Rosenbaum,Stub,Lithuania,755989057,2911203
33594,Antanas Tumėnas,Stub,Lithuania,756138819,2911203
33595,Jokūbas Šernas,Stub,Lithuania,756138923,2911203
33596,Alfonsas Eidintas,Start,Lithuania,756600070,2911203
33597,Antanas Valionis,Stub,Lithuania,757009179,2911203
33598,Audrius Nakas,Stub,Lithuania,757009215,2911203
33599,Egidijus Klumbys,Stub,Lithuania,757009346,2911203
33600,Gediminas Vagnorius,Stub,Lithuania,757009362,2911203
33601,Juozas Olekas,Stub,Lithuania,757009521,2911203
33602,Naglis Puteikis,Start,Lithuania,757009566,2911203
33603,Pranas Vilkas,Stub,Lithuania,757009567,2911203
33604,Remigijus Žemaitaitis,Stub,Lithuania,757009594,2911203
33605,Rimantas Dagys,Stub,Lithuania,757009607,2911203
33606,Vidmantas Žiemelis,Stub,Lithuania,757009744,2911203
33607,Vytautas Bogušis,Start,Lithuania,757009801,2911203
33608,Dalia Kutraitė-Giedraitienė,Stub,Lithuania,757213827,2911203
33609,Leokadija Počikovska,Stub,Lithuania,757214459,2911203
33610,Vilija Aleknaitė-Abramikienė,Stub,Lithuania,757217591,2911203
33611,Birutė Nedzinskienė,Stub,Lithuania,757340648,2911203
33612,Moisei Rafes,Start,Lithuania,757537980,2911203
33613,Stanislovas Buškevičius,Stub,Lithuania,761112423,2911203
33614,Vanda Briedienė,Stub,Lithuania,762474757,2911203
33615,Grzegorz Antoni Ogiński,Start,Lithuania,763003560,2911203
33616,Sigita Burbienė,Stub,Lithuania,764042416,2911203
33617,Irena Litvinovič,Stub,Lithuania,764042495,2911203
33618,Vincė Vaidevutė Margevičienė,Stub,Lithuania,764042508,2911203
33619,Loreta Graužinienė,Stub,Lithuania,765269475,2911203
33620,Rima Baškienė,Stub,Lithuania,766128088,2911203
33621,Stasys Lozoraitis (junior),Start,Lithuania,766136182,2911203
33622,Zenonas Petrauskas,Stub,Lithuania,766289467,2911203
33623,Jeronimas Plečkaitis,Stub,Lithuania,767682288,2911203
33624,Visvaldas Mažonas,Start,Lithuania,771865957,2911203
33625,Pranas Dovydaitis,Start,Lithuania,772339091,2911203
33626,Dainius Kreivys,Stub,Lithuania,772923354,2911203
33627,Rimantas Šidlauskas,Stub,Lithuania,773997941,2911203
33628,Viktoras Muntianas,Stub,Lithuania,775045122,2911203
33629,Nijolė Ambrazaitytė,Stub,Lithuania,775342407,2911203
33630,Jakub Wygodzki,C,Lithuania,775942888,2911203
33631,Jonas Černius,Stub,Lithuania,777370258,2911203
33632,Stasys Lozoraitis,Start,Lithuania,778127762,2911203
33633,Algirdas Monkevičius,Stub,Lithuania,781067153,2911203
33634,Julian Klaczko,Start,Lithuania,781412427,2911203
33635,Kazimieras Motieka,Stub,Lithuania,781457299,2911203
33636,Vydas Gedvilas,Stub,Lithuania,782825232,2911203
33637,Rasa Juknevičienė,Stub,Lithuania,782825252,2911203
33638,Virgilijus Čepaitis,Start,Lithuania,783224780,2911203
33639,Arvydas Juozaitis,Stub,Lithuania,783363064,2911203
33640,Mark Natanson,C,Lithuania,783602298,2911203
33641,Julius Brutzkus,Start,Lithuania,783987825,2911203
33642,Marcelė Kubiliūtė,Stub,Lithuania,784053540,2911203
33643,Česlovas Juršėnas,Stub,Lithuania,785779861,2911203
33644,Juozas Tūbelis,Start,Lithuania,785782840,2911203
33645,Romualda Hofertienė,Stub,Lithuania,787013818,2911203
33646,Povilas Aksomaitis,Stub,Lithuania,787283738,2911203
33647,Naphtali Friedman,Stub,Lithuania,787336719,2911203
33648,Irena Degutienė,Start,Lithuania,787394132,2911203
33649,Bronislovas Lubys,Stub,Lithuania,787599000,2911203
33650,Dalius Čekuolis,Start,Lithuania,787981945,2911203
33651,Viktoras Pranckietis,Start,Lithuania,788001770,2911203
33652,Raimonda Murmokaitė,Stub,Lithuania,788028245,2911203
33653,Petras Kubiliūnas,Start,Lithuania,788129184,2911203
33654,Albertas Šimėnas,Start,Lithuania,788210857,2911203
33655,Aleksandras Abišala,Stub,Lithuania,788270564,2911203
33656,Algirdas Šemeta,Start,Lithuania,788459730,2911203
33657,Vytautas Einoris,Start,Lithuania,788465013,2911203
33658,Rokas Žilinskas,Start,Lithuania,788592026,2911203
33659,Algirdas Saudargas,Stub,Lithuania,788874959,2911203
33660,Aloyzas Sakalas,Start,Lithuania,788874968,2911203
33661,Eugenijus Maldeikis,Stub,Lithuania,788875012,2911203
33662,Gintaras Didžiokas,Stub,Lithuania,788875024,2911203
33663,Justas Vincas Paleckis,Stub,Lithuania,788875037,2911203
33664,Rolandas Pavilionis,Start,Lithuania,788875087,2911203
33665,Zemach Shabad,Stub,Lithuania,789228300,2911203
33666,Juozas Ambrazevičius,Start,Lithuania,789311163,2911203
33667,Vladimir Jarmolenko,Stub,Lithuania,789311342,2911203
33668,Mečys Laurinkus,Stub,Lithuania,789311355,2911203
33669,Arvydas Kostas Leščinskas,Stub,Lithuania,789311357,2911203
33670,Stasys Malkevičius,Stub,Lithuania,789311379,2911203
33671,Jonas Pangonis,Stub,Lithuania,789311396,2911203
33672,Algirdas Vaclovas Patackas,Stub,Lithuania,789311402,2911203
33673,Saulius Pečeliūnas,Stub,Lithuania,789311406,2911203
33674,Vytautas Petras Plečkaitis,Stub,Lithuania,789311424,2911203
33675,Juras Požela,Stub,Lithuania,789311436,2911203
33676,Algirdas Ražauskas,Stub,Lithuania,789311447,2911203
33677,Audrius Rudys,Stub,Lithuania,789311458,2911203
33678,Benediktas Vilmantas Rupeika,Stub,Lithuania,789311459,2911203
33679,Liudvikas Sabutis,Stub,Lithuania,789311463,2911203
33680,Saulius Šaltenis,Stub,Lithuania,789311469,2911203
33681,Kazimieras Steponas Šaulys,Start,Lithuania,789311472,2911203
33682,Algimantas Sėjūnas,Stub,Lithuania,789311475,2911203
33683,Lionginas Šepetys,Stub,Lithuania,789311478,2911203
33684,Jonas Šimėnas,Stub,Lithuania,789311484,2911203
33685,Česlovas Stankevičius,Stub,Lithuania,789311496,2911203
33686,Rimvydas Raimondas Survila,Stub,Lithuania,789311507,2911203
33687,Pranciškus Tupikas,Stub,Lithuania,789311512,2911203
33688,Petras Vileišis,Start,Lithuania,789311524,2911203
33689,Kęstutis Glaveckas,Stub,Lithuania,789311530,2911203
33690,Petras Giniotas,Stub,Lithuania,789311535,2911203
33691,Algirdas Endriukaitis,Stub,Lithuania,789311539,2911203
33692,Juozas Dringelis,Stub,Lithuania,789311543,2911203
33693,Medardas Čobotas,Stub,Lithuania,789311547,2911203
33694,Egidijus Bičkauskas,Stub,Lithuania,789311572,2911203
33695,Vytautas Sakalauskas,Start,Lithuania,789312010,2911203
33696,Antanas Račas,Stub,Lithuania,789382596,2911203
33697,Antanas Vileišis,Stub,Lithuania,789382795,2911203
33698,Vygaudas Ušackas,Start,Lithuania,789682045,2911203
33699,Arūnas Degutis,Stub,Lithuania,789875898,2911203
33700,Danutė Budreikaitė,Stub,Lithuania,790608027,2911203
33701,Jolanta Dičkutė,Stub,Lithuania,790608029,2911203
33702,Ona Juknevičienė,Stub,Lithuania,790608039,2911203
33703,Radvilė Morkūnaitė-Mikulėnienė,Stub,Lithuania,790608044,2911203
33704,Mindaugas Murza,Start,Lithuania,791221741,2911203
33705,Audra Dagelytė,Stub,Lithuania,791262531,2911203
33706,Jonas Vailokaitis,Start,Lithuania,792232090,2911203
33707,Bronislovas Genzelis,Stub,Lithuania,792409305,2911203
33708,Mantas Adomėnas,Stub,Lithuania,793078045,2911203
33709,Kęstutis Dirgėla,Stub,Lithuania,794822122,2911203
33710,Viktor Uspaskich,Start,Lithuania,795382493,2911203
33711,Antanas Vinkus,Stub,Lithuania,796303821,2911203
33712,Marija Aušrinė Pavilionienė,Start,Lithuania,796306749,2911203
33713,Alma Adamkienė,Start,Lithuania,798022066,2911203
33714,Juozas Gabrys,C,Lithuania,798302144,2911203
33715,Juozas Bulavas,Start,Lithuania,798473880,2911203
33716,Martynas Jankus,Start,Lithuania,798859919,2911203
33717,Jonas Staugaitis,Stub,Lithuania,799039773,2911203
33718,Zenonas Juknevičius,Stub,Lithuania,799494439,2911203
33719,Virginijus Pikturna,Stub,Lithuania,799800756,2911203
33720,Leonas Milčius,Stub,Lithuania,799803167,2911203
33721,Vilius Baldišis,Stub,Lithuania,800198449,2911203
33722,Zigmantas Balčytis,Stub,Lithuania,800226285,2911203
33723,Vilius Šapoka,Stub,Lithuania,801047404,2911203
33724,Vytautas Petrulis,Start,Lithuania,801186332,2911203
33725,Audronius Ažubalis,Start,Lithuania,801380176,2911203
33726,Petras Griškevičius,Start,Lithuania,801475551,2911203
33727,Julius Beinortas,Stub,Lithuania,801823737,2911203
33728,Eugenijus Gentvilas,Stub,Lithuania,802077882,2911203
33729,Ringaudas Songaila,Stub,Lithuania,802563518,2911203
33730,Rimantas Taraškevičius,Stub,Lithuania,802704004,2911203
33731,Dainius Kamaitis,Start,Lithuania,802933833,2911203
33732,Balys Gajauskas,Stub,Lithuania,803078626,2911203
33733,Antanas Baskas,Start,Lithuania,804105709,2911203
33734,Signatories of the Act of Independence of Lithuania,GA,Lithuania,804115829,2911203
33735,Eligijus Masiulis,Stub,Lithuania,804965372,2911203
33736,Dominik Mikołaj Radziwiłł,Stub,Lithuania,805184608,2911203
33737,Gintaras Balčiūnas,Stub,Lithuania,805784044,2911203
33738,Szymon Konarski,Start,Lithuania,806507288,2911203
33739,Ingrida Šimonytė,Stub,Lithuania,806596322,2911203
33740,Margarita Starkevičiūtė,Start,Lithuania,806851234,2911203
33741,Vytautas Kolesnikovas,Stub,Lithuania,807128197,2911203
33742,Kazys Boruta,Stub,Lithuania,807359819,2911203
33743,Raspicious Dzanjalimodzi,Stub,Malawi,532253442,17174000
33744,Lucius Banda,Start,Malawi,709850088,17174000
33745,Nasser Kara,Stub,Malawi,714906746,17174000
33746,Ibrahim Matola,Start,Malawi,719536920,17174000
33747,Peter Mwanza,Start,Malawi,719685226,17174000
33748,Yunus Mussa,Start,Malawi,719689714,17174000
33749,Samuel Mpasu,Start,Malawi,720495219,17174000
33750,Reen Kachere,Stub,Malawi,720505980,17174000
33751,Enoch Chihana,Stub,Malawi,720506297,17174000
33752,Kingsely Namakhwa,Stub,Malawi,720536721,17174000
33753,Joe Manduwa,Start,Malawi,720537726,17174000
33754,Henry Mussa,Stub,Malawi,721563423,17174000
33755,Kondwani Nakhumwa,Stub,Malawi,722481332,17174000
33756,Richard Msowoya,Stub,Malawi,729581132,17174000
33757,Kenneth Thindwa,Stub,Malawi,735974904,17174000
33758,Percy Kachipande,C,Malawi,744587731,17174000
33759,Rodwell Munyenyembe,C,Malawi,751379537,17174000
33760,Patricia Shanil Muluzi,Start,Malawi,752608041,17174000
33761,Charles Kalemba,Stub,Malawi,753687726,17174000
33762,Patricia Kaliati,Start,Malawi,757616363,17174000
33763,Cassim Chilumpha,C,Malawi,758467079,17174000
33764,Harry Thomson (politician),Start,Malawi,762227208,17174000
33765,Ralph Jooma,Stub,Malawi,763703372,17174000
33766,Rafiq Hajat,Start,Malawi,767247404,17174000
33767,Yatuta Chisiza,Start,Malawi,771062208,17174000
33768,Chrissie Mughogho,Start,Malawi,772641941,17174000
33769,Ralph Kasambara,C,Malawi,773049736,17174000
33770,Donton Samuel Mkandawire,Start,Malawi,774229182,17174000
33771,Ken Kandodo,Start,Malawi,778607327,17174000
33772,Khumbo Kachali,Start,Malawi,778825551,17174000
33773,Jane Kambalame,Stub,Malawi,779396586,17174000
33774,Albert Muwalo,C,Malawi,782157936,17174000
33775,Vice-President of Malawi,Stub,Malawi,782713965,17174000
33776,Orton Chirwa,C,Malawi,783301267,17174000
33777,Willie Chokani,C,Malawi,783304398,17174000
33778,Margaret Roka Mauwa,Stub,Malawi,783425867,17174000
33779,Colin Cameron (Malawian politician),C,Malawi,785359351,17174000
33780,John Bande,Stub,Malawi,785381714,17174000
33781,Justin Malewezi,Start,Malawi,787200884,17174000
33782,Friday Jumbe,Start,Malawi,787991526,17174000
33783,Grain Malunga,Stub,Malawi,788069341,17174000
33784,Aleke Banda,Start,Malawi,788256607,17174000
33785,Maxwell Mkwezalamba,Start,Malawi,788467423,17174000
33786,Annie Chidzira Muluzi,Start,Malawi,789341804,17174000
33787,Anthony Kamanga,C,Malawi,789409106,17174000
33788,Bakili Muluzi,C,Malawi,789440301,17174000
33789,Nancy Tembo,Stub,Malawi,789967930,17174000
33790,Lilian Patel,Stub,Malawi,789968178,17174000
33791,Kamangadazi Chambalo,Stub,Malawi,790006196,17174000
33792,Louis Chimango,Start,Malawi,790006218,17174000
33793,Anita Kalinde,Start,Malawi,790006252,17174000
33794,Steven Kamwendo,Stub,Malawi,790006256,17174000
33795,Lucious Grandson Kanyumba,Start,Malawi,790006260,17174000
33796,Davis Katsonga,Stub,Malawi,790006261,17174000
33797,Moses Kunkuyu,Stub,Malawi,790006275,17174000
33798,Steven Malamba,Stub,Malawi,790006280,17174000
33799,Sidik Mia,Start,Malawi,790006291,17174000
33800,Chimango Mughogho,Stub,Malawi,790006312,17174000
33801,Theresa Gloria Mwale,Stub,Malawi,790006349,17174000
33802,Cornelius Mwalwanda,Start,Malawi,790006352,17174000
33803,Fraser Nihorya,Stub,Malawi,790006358,17174000
33804,Henry Dama Phoya,Stub,Malawi,790006365,17174000
33805,Nasrin Pillane,Stub,Malawi,790006366,17174000
33806,Wictor Sajeni,Stub,Malawi,790006369,17174000
33807,Aaron Sangala,Start,Malawi,790006373,17174000
33808,Twaibu Sangala,Stub,Malawi,790006389,17174000
33809,Abbie Shaba,Stub,Malawi,790006391,17174000
33810,McJones Shaba,Stub,Malawi,790006393,17174000
33811,Mary Shawa,Stub,Malawi,790006399,17174000
33812,Leckford Mwanza Thotho,Start,Malawi,790006411,17174000
33813,Angela Zachepa,Stub,Malawi,790006414,17174000
33814,Otria Moyo Jere,Stub,Malawi,790032719,17174000
33815,Attati Mpakati,Stub,Malawi,790085231,17174000
33816,Atupele Muluzi,C,Malawi,790095609,17174000
33817,Anna Kachikho,Start,Malawi,790422630,17174000
33818,Peter Mutharika,C,Malawi,790764726,17174000
33819,Bazuka Mhango,Start,Malawi,790842526,17174000
33820,Jean Kalilani,Start,Malawi,791845528,17174000
33821,Catherine Chipembere,Start,Malawi,793349539,17174000
33822,Catherine Gotani Hara,Stub,Malawi,793350730,17174000
33823,Chakufwa Chihana,C,Malawi,793553685,17174000
33824,Chimunthu Banda,Start,Malawi,793980522,17174000
33825,Kanyama Chiume,Start,Malawi,794680935,17174000
33826,Saulos Chilima,Start,Malawi,794832964,17174000
33827,Brown Mpinganjira,Stub,Malawi,795420891,17174000
33828,Sosten Gwengwe,Stub,Malawi,795721913,17174000
33829,Aaron Gadama,Stub,Malawi,795957500,17174000
33830,Geoffrey Du Mhango,Start,Malawi,796092029,17174000
33831,Callista Chimombo,C,Malawi,796604839,17174000
33832,Lovenes Gondwe,Stub,Malawi,796683966,17174000
33833,Cecilia Kadzamira,C,Malawi,797161472,17174000
33834,Augustine Bwanausi,Start,Malawi,797449401,17174000
33835,Etta Banda,Start,Malawi,798571014,17174000
33836,Levi Zililo Mumba,GA,Malawi,798628050,17174000
33837,Daniel Liwimbi,Stub,Malawi,798860883,17174000
33838,David Chiwanga,Stub,Malawi,799111271,17174000
33839,Goodall Gondwe,C,Malawi,799700975,17174000
33840,Dindi Gowa Nyasulu,Start,Malawi,799970833,17174000
33841,Rose Chibambo,GA,Malawi,800003586,17174000
33842,Bingu wa Mutharika,B,Malawi,801247753,17174000
33843,Joyce Banda,GA,Malawi,801357438,17174000
33844,Simon Vuwa Kaunda,Stub,Malawi,801510800,17174000
33845,Emmie Chanika,Start,Malawi,801580609,17174000
33846,Ephraim Chiume,Stub,Malawi,801801804,17174000
33847,Vera Chirwa,C,Malawi,802050644,17174000
33848,Eunice Kazembe,Start,Malawi,802193467,17174000
33849,First Ladies and Gentlemen of Malawi,Stub,Malawi,803254529,17174000
33850,Flossie Gomile-Chidyaonga,Start,Malawi,803483367,17174000
